NOMFASE;NUMRODADA;NOMSELECAO;NOMJOGADOR;NOMPOSICAO;NUMCAMISA;INDTITULARIDADE
FASE DE GRUPO;3ª RODADA;ESPANHA;UNAI SIMÓN;GOL;23;TITULAR
FASE DE GRUPO;3ª RODADA;ESPANHA;AZPILICUETA;LAD;2;TITULAR
FASE DE GRUPO;3ª RODADA;ESPANHA;BUSQUETS;ZAD;5;TITULAR
FASE DE GRUPO;3ª RODADA;ESPANHA;KOKE;VOL;8;RESERVA
FASE DE GRUPO;3ª RODADA;ESPANHA;LAPORTE;ZAE;24;RESERVA
FASE DE GRUPO;3ª RODADA;ESPANHA;ALBA;LAE;18;RESERVA
FASE DE GRUPO;3ª RODADA;ESPANHA;ÁLEX BALDE;LAE;14;TITULAR
FASE DE GRUPO;3ª RODADA;ESPANHA;PEDRI;VOL;26;TITULAR
FASE DE GRUPO;3ª RODADA;ESPANHA;SOLER;VOL;19;RESERVA
FASE DE GRUPO;3ª RODADA;ESPANHA;RODRI;VOL;16;TITULAR
FASE DE GRUPO;3ª RODADA;ESPANHA;GAVI;MEC;9;TITULAR
FASE DE GRUPO;3ª RODADA;ESPANHA;FERRÁN TORRES;ATA;11;RESERVA
FASE DE GRUPO;3ª RODADA;ESPANHA;MORATA;ATA;7;TITULAR
FASE DE GRUPO;3ª RODADA;ESPANHA;DANI OLMO;ATA;21;TITULAR
FASE DE GRUPO;3ª RODADA;ESPANHA;ASENSIO;ATA;10;RESERVA
FASE DE GRUPO;3ª RODADA;ESPANHA;NICO WILLIAMS;ATA;12;TITULAR
FASE DE GRUPO;3ª RODADA;ESPANHA;ROBERT SÁNCHEZ;GOL;1;RESERVA
FASE DE GRUPO;3ª RODADA;ESPANHA;RAYA;GOL;13;RESERVA
FASE DE GRUPO;3ª RODADA;ESPANHA;CARVAJAL;LAD;20;RESERVA
FASE DE GRUPO;3ª RODADA;ESPANHA;ERIC GARCÍA;ZAD;3;RESERVA
FASE DE GRUPO;3ª RODADA;ESPANHA;PAU TORRES;ZAE;4;TITULAR
FASE DE GRUPO;3ª RODADA;ESPANHA;LLORENTE;VOL;6;RESERVA
FASE DE GRUPO;3ª RODADA;ESPANHA;GUILLAMÓN;VOL;15;RESERVA
FASE DE GRUPO;3ª RODADA;ESPANHA;YÉREMY PINO;ATA;17;RESERVA
FASE DE GRUPO;3ª RODADA;ESPANHA;SARABIA;ATA;22;RESERVA
FASE DE GRUPO;3ª RODADA;ESPANHA;ANSU FATI;ATA;25;RESERVA
FASE DE GRUPO;3ª RODADA;ALEMANHA;NEUER;GOL;1;TITULAR
FASE DE GRUPO;3ª RODADA;ALEMANHA;SÜLE;LAD;15;TITULAR
FASE DE GRUPO;3ª RODADA;ALEMANHA;RÜDIGER;ZAD;2;TITULAR
FASE DE GRUPO;3ª RODADA;ALEMANHA;SCHLOTTERBECK;ZAE;23;RESERVA
FASE DE GRUPO;3ª RODADA;ALEMANHA;RAUM;LAE;3;TITULAR
FASE DE GRUPO;3ª RODADA;ALEMANHA;KIMMICH;VOL;6;TITULAR
FASE DE GRUPO;3ª RODADA;ALEMANHA;GÜNDOGAN;VOL;21;TITULAR
FASE DE GRUPO;3ª RODADA;ALEMANHA;GORETZKA;VOL;8;TITULAR
FASE DE GRUPO;3ª RODADA;ALEMANHA;MUSIALA;MEC;14;TITULAR
FASE DE GRUPO;3ª RODADA;ALEMANHA;GÖTZE;MEC;11;RESERVA
FASE DE GRUPO;3ª RODADA;ALEMANHA;GNABRY;ATA;10;TITULAR
FASE DE GRUPO;3ª RODADA;ALEMANHA;MOUKOKO;ATA;26;RESERVA
FASE DE GRUPO;3ª RODADA;ALEMANHA;THOMAS MÜLLER;ATA;13;TITULAR
FASE DE GRUPO;3ª RODADA;ALEMANHA;HOFMANN;MEC;18;RESERVA
FASE DE GRUPO;3ª RODADA;ALEMANHA;HAVERTZ;ATA;7;RESERVA
FASE DE GRUPO;3ª RODADA;ALEMANHA;FÜLLKRUG;ATA;9;RESERVA
FASE DE GRUPO;3ª RODADA;ALEMANHA;TRAPP;GOL;12;RESERVA
FASE DE GRUPO;3ª RODADA;ALEMANHA;TER STEGEN;GOL;22;RESERVA
FASE DE GRUPO;3ª RODADA;ALEMANHA;GINTER;ZAD;4;RESERVA
FASE DE GRUPO;3ª RODADA;ALEMANHA;KEHRER;ZAD;5;RESERVA
FASE DE GRUPO;3ª RODADA;ALEMANHA;KLOSTERMANN;ZAD;16;RESERVA
FASE DE GRUPO;3ª RODADA;ALEMANHA;BELLA-KOTCHAP;ZAD;25;RESERVA
FASE DE GRUPO;3ª RODADA;ALEMANHA;GÜNTER;LAE;20;RESERVA
FASE DE GRUPO;3ª RODADA;ALEMANHA;BRANDT;MEC;17;RESERVA
FASE DE GRUPO;3ª RODADA;ALEMANHA;SANÉ;MEC;19;TITULAR
FASE DE GRUPO;3ª RODADA;ALEMANHA;ADEYEMI;ATA;24;RESERVA
FASE DE GRUPO;3ª RODADA;COSTA RICA;KEYLOR NAVAS;GOL;1;TITULAR
FASE DE GRUPO;3ª RODADA;COSTA RICA;CARLOS MARTÍNEZ;LAD;16;RESERVA
FASE DE GRUPO;3ª RODADA;COSTA RICA;WASTON;ZAD;19;TITULAR
FASE DE GRUPO;3ª RODADA;COSTA RICA;FULLER;ZAD;4;TITULAR
FASE DE GRUPO;3ª RODADA;COSTA RICA;ÓSCAR DUARTE;ZAD;6;TITULAR
FASE DE GRUPO;3ª RODADA;COSTA RICA;CALVO;ZAE;15;RESERVA
FASE DE GRUPO;3ª RODADA;COSTA RICA;OVIEDO;LAE;8;TITULAR
FASE DE GRUPO;3ª RODADA;COSTA RICA;MATARRITA;LAE;22;RESERVA
FASE DE GRUPO;3ª RODADA;COSTA RICA;TEJEDA;VOL;17;TITULAR
FASE DE GRUPO;3ª RODADA;COSTA RICA;CELSO BORGES;VOL;5;TITULAR
FASE DE GRUPO;3ª RODADA;COSTA RICA;AGUILERA;MEC;20;TITULAR
FASE DE GRUPO;3ª RODADA;COSTA RICA;BENNETTE;MEC;9;RESERVA
FASE DE GRUPO;3ª RODADA;COSTA RICA;BRYAN RUÍZ;MEC;10;RESERVA
FASE DE GRUPO;3ª RODADA;COSTA RICA;CAMPBELL;MEC;12;TITULAR
FASE DE GRUPO;3ª RODADA;COSTA RICA;CONTRERAS;ATA;7;RESERVA
FASE DE GRUPO;3ª RODADA;COSTA RICA;ZAMORA;MEC;26;RESERVA
FASE DE GRUPO;3ª RODADA;COSTA RICA;ALVARADO;GOL;18;RESERVA
FASE DE GRUPO;3ª RODADA;COSTA RICA;SEQUEIRA;GOL;23;RESERVA
FASE DE GRUPO;3ª RODADA;COSTA RICA;VARGAS;ZAE;3;TITULAR
FASE DE GRUPO;3ª RODADA;COSTA RICA;CHACÓN;VOL;2;RESERVA
FASE DE GRUPO;3ª RODADA;COSTA RICA;SALAS;VOL;14;RESERVA
FASE DE GRUPO;3ª RODADA;COSTA RICA;DOUGLAS LÓPEZ;VOL;21;RESERVA
FASE DE GRUPO;3ª RODADA;COSTA RICA;ROAN WILSON;VOL;24;RESERVA
FASE DE GRUPO;3ª RODADA;COSTA RICA;GERSON TORRES;MEC;13;RESERVA
FASE DE GRUPO;3ª RODADA;COSTA RICA;VENEGAS;ATA;11;TITULAR
FASE DE GRUPO;3ª RODADA;COSTA RICA;ANTHONY HERNÁNDEZ;ATA;25;RESERVA
FASE DE GRUPO;1ª RODADA;MORROCOS;BONO;GOL;1;TITULAR
FASE DE GRUPO;1ª RODADA;MORROCOS;HAKIMI;LAD;2;TITULAR
FASE DE GRUPO;1ª RODADA;MORROCOS;AGUERD;ZAD;5;TITULAR
FASE DE GRUPO;1ª RODADA;MORROCOS;SAÏSS;ZAE;6;TITULAR
FASE DE GRUPO;1ª RODADA;MORROCOS;MAZRAOUI;LAE;3;TITULAR
FASE DE GRUPO;1ª RODADA;MORROCOS;ATTIAT-ALLAH;LAE;25;RESERVA
FASE DE GRUPO;1ª RODADA;MORROCOS;AMRABAT;VOL;4;TITULAR
FASE DE GRUPO;1ª RODADA;MORROCOS;OUNAHI;VOL;8;TITULAR
FASE DE GRUPO;1ª RODADA;MORROCOS;SABIRI;MEC;11;RESERVA
FASE DE GRUPO;1ª RODADA;MORROCOS;AMALLAH;MEC;15;TITULAR
FASE DE GRUPO;1ª RODADA;MORROCOS;ZIYECH;MEC;7;TITULAR
FASE DE GRUPO;1ª RODADA;MORROCOS;BOUFAL;MEC;17;TITULAR
FASE DE GRUPO;1ª RODADA;MORROCOS;EZ ABDE;ATA;16;RESERVA
FASE DE GRUPO;1ª RODADA;MORROCOS;EN-NESYRI;ATA;19;TITULAR
FASE DE GRUPO;1ª RODADA;MORROCOS;HAMDALLAH;ATA;9;RESERVA
FASE DE GRUPO;1ª RODADA;MORROCOS;MUNIR;GOL;12;RESERVA
FASE DE GRUPO;1ª RODADA;MORROCOS;TAGNAOUTI;GOL;22;RESERVA
FASE DE GRUPO;1ª RODADA;MORROCOS;EL YAMIQ;ZAD;18;RESERVA
FASE DE GRUPO;1ª RODADA;MORROCOS;DARI;ZAD;20;RESERVA
FASE DE GRUPO;1ª RODADA;MORROCOS;BENOUN;ZAD;24;RESERVA
FASE DE GRUPO;1ª RODADA;MORROCOS;JABRANE;VOL;26;RESERVA
FASE DE GRUPO;1ª RODADA;MORROCOS;CHAIR;MEC;13;RESERVA
FASE DE GRUPO;1ª RODADA;MORROCOS;EL KHANNOUSS;MEC;23;RESERVA
FASE DE GRUPO;1ª RODADA;MORROCOS;ZAROURY;ATA;10;RESERVA
FASE DE GRUPO;1ª RODADA;MORROCOS;ABOUKHLAL;ATA;14;RESERVA
FASE DE GRUPO;1ª RODADA;MORROCOS;CHEDDIRA;ATA;21;RESERVA
FASE DE GRUPO;1ª RODADA;CROÁCIA;LIVAKOVIC;GOL;1;TITULAR
FASE DE GRUPO;1ª RODADA;CROÁCIA;JURANOVIC;LAD;22;TITULAR
FASE DE GRUPO;1ª RODADA;CROÁCIA;LOVREN;ZAD;6;TITULAR
FASE DE GRUPO;1ª RODADA;CROÁCIA;GVARDIOL;ZAE;20;TITULAR
FASE DE GRUPO;1ª RODADA;CROÁCIA;SOSA;LAE;19;TITULAR
FASE DE GRUPO;1ª RODADA;CROÁCIA;BROZOVIC;VOL;11;TITULAR
FASE DE GRUPO;1ª RODADA;CROÁCIA;MODRIC;VOL;10;TITULAR
FASE DE GRUPO;1ª RODADA;CROÁCIA;KOVACIC;VOL;8;TITULAR
FASE DE GRUPO;1ª RODADA;CROÁCIA;MAJER;MEC;7;RESERVA
FASE DE GRUPO;1ª RODADA;CROÁCIA;VLASIC;MEC;13;TITULAR
FASE DE GRUPO;1ª RODADA;CROÁCIA;PASALIC;MEC;15;RESERVA
FASE DE GRUPO;1ª RODADA;CROÁCIA;PERISIC;MEC;4;TITULAR
FASE DE GRUPO;1ª RODADA;CROÁCIA;ORSIC;ATA;18;RESERVA
FASE DE GRUPO;1ª RODADA;CROÁCIA;KRAMARIC;ATA;9;TITULAR
FASE DE GRUPO;1ª RODADA;CROÁCIA;LIVAJA;ATA;14;RESERVA
FASE DE GRUPO;1ª RODADA;CROÁCIA;GRBIC;GOL;12;RESERVA
FASE DE GRUPO;1ª RODADA;CROÁCIA;IVUSIC;GOL;23;RESERVA
FASE DE GRUPO;1ª RODADA;CROÁCIA;STANISIC;LAD;2;RESERVA
FASE DE GRUPO;1ª RODADA;CROÁCIA;BARISIC;LAE;3;RESERVA
FASE DE GRUPO;1ª RODADA;CROÁCIA;ERLIC;ZAD;5;RESERVA
FASE DE GRUPO;1ª RODADA;CROÁCIA;VIDA;ZAD;21;RESERVA
FASE DE GRUPO;1ª RODADA;CROÁCIA;SUTALO;ZAD;24;RESERVA
FASE DE GRUPO;1ª RODADA;CROÁCIA;SUCIC;VOL;25;RESERVA
FASE DE GRUPO;1ª RODADA;CROÁCIA;JAKIC;VOL;26;RESERVA
FASE DE GRUPO;1ª RODADA;CROÁCIA;PETKOVIC;ATA;16;RESERVA
FASE DE GRUPO;1ª RODADA;CROÁCIA;BUDIMIR;ATA;17;RESERVA
FASE DE GRUPO;1ª RODADA;BÉLGICA;COURTOIS;GOL;1;TITULAR
FASE DE GRUPO;1ª RODADA;BÉLGICA;DENDONCKER;ZAD;19;TITULAR
FASE DE GRUPO;1ª RODADA;BÉLGICA;ALDERWEIRELD;ZAG;2;TITULAR
FASE DE GRUPO;1ª RODADA;BÉLGICA;VERTONGHEN;ZAE;5;TITULAR
FASE DE GRUPO;1ª RODADA;BÉLGICA;CASTAGNE;LAD;21;TITULAR
FASE DE GRUPO;1ª RODADA;BÉLGICA;TIELEMANS;VOL;8;TITULAR
FASE DE GRUPO;1ª RODADA;BÉLGICA;ONANA;VOL;18;RESERVA
FASE DE GRUPO;1ª RODADA;BÉLGICA;WITSEL;VOL;6;TITULAR
FASE DE GRUPO;1ª RODADA;BÉLGICA;DE BRUYNE;MEC;7;TITULAR
FASE DE GRUPO;1ª RODADA;BÉLGICA;EDEN HAZARD;MEC;10;TITULAR
FASE DE GRUPO;1ª RODADA;BÉLGICA;TROSSARD;MEC;17;RESERVA
FASE DE GRUPO;1ª RODADA;BÉLGICA;CARRASCO;LAE;11;TITULAR
FASE DE GRUPO;1ª RODADA;BÉLGICA;MEUNIER;LAD;15;RESERVA
FASE DE GRUPO;1ª RODADA;BÉLGICA;BATSHUAYI;ATA;23;TITULAR
FASE DE GRUPO;1ª RODADA;BÉLGICA;OPENDA;ATA;24;RESERVA
FASE DE GRUPO;1ª RODADA;BÉLGICA;MIGNOLET;GOL;12;RESERVA
FASE DE GRUPO;1ª RODADA;BÉLGICA;CASTEELS;GOL;13;RESERVA
FASE DE GRUPO;1ª RODADA;BÉLGICA;FAES;ZAD;4;RESERVA
FASE DE GRUPO;1ª RODADA;BÉLGICA;DEBAST;ZAD;26;RESERVA
FASE DE GRUPO;1ª RODADA;BÉLGICA;THEATE;ZAE;3;RESERVA
FASE DE GRUPO;1ª RODADA;BÉLGICA;THORGAN HAZARD;MEC;16;RESERVA
FASE DE GRUPO;1ª RODADA;BÉLGICA;VANAKEN;MEC;20;RESERVA
FASE DE GRUPO;1ª RODADA;BÉLGICA;DE KETELAERE;MEC;22;RESERVA
FASE DE GRUPO;1ª RODADA;BÉLGICA;MERTENS;ATA;14;RESERVA
FASE DE GRUPO;1ª RODADA;BÉLGICA;DOKU;ATA;25;RESERVA
FASE DE GRUPO;1ª RODADA;CANADA;BORJAN;GOL;18;TITULAR
FASE DE GRUPO;1ª RODADA;CANADA;JOHNSTON;ZAD;2;TITULAR
FASE DE GRUPO;1ª RODADA;CANADA;STEVEN VITÓRIA;ZAG;5;TITULAR
FASE DE GRUPO;1ª RODADA;CANADA;MILLER;ZAE;4;TITULAR
FASE DE GRUPO;1ª RODADA;CANADA;LARYEA;LAD;22;TITULAR
FASE DE GRUPO;1ª RODADA;CANADA;ADEKUGBE;LAE;3;RESERVA
FASE DE GRUPO;1ª RODADA;CANADA;HUTCHINSON;VOL;13;TITULAR
FASE DE GRUPO;1ª RODADA;CANADA;KONÉ;VOL;15;RESERVA
FASE DE GRUPO;1ª RODADA;CANADA;EUSTÁQUIO;VOL;7;TITULAR
FASE DE GRUPO;1ª RODADA;CANADA;OSORIO;VOL;21;RESERVA
FASE DE GRUPO;1ª RODADA;CANADA;HOILETT;MEC;10;TITULAR
FASE DE GRUPO;1ª RODADA;CANADA;LARIN;ATA;17;RESERVA
FASE DE GRUPO;1ª RODADA;CANADA;BUCHANAN;MEC;11;TITULAR
FASE DE GRUPO;1ª RODADA;CANADA;MILLAR;ATA;23;RESERVA
FASE DE GRUPO;1ª RODADA;CANADA;DAVIES;LAE;19;TITULAR
FASE DE GRUPO;1ª RODADA;CANADA;JONATHAN DAVID;ATA;20;TITULAR
FASE DE GRUPO;1ª RODADA;CANADA;ST. CLAIR;GOL;1;RESERVA
FASE DE GRUPO;1ª RODADA;CANADA;PANTEMIS;GOL;16;RESERVA
FASE DE GRUPO;1ª RODADA;CANADA;CORNELIUS;ZAD;25;RESERVA
FASE DE GRUPO;1ª RODADA;CANADA;WATERMAN;ZAD;26;RESERVA
FASE DE GRUPO;1ª RODADA;CANADA;PIETTE;VOL;6;RESERVA
FASE DE GRUPO;1ª RODADA;CANADA;FRASER;VOL;8;RESERVA
FASE DE GRUPO;1ª RODADA;CANADA;KAYE;VOL;14;RESERVA
FASE DE GRUPO;1ª RODADA;CANADA;WOTHERSPOON;MEC;24;RESERVA
FASE DE GRUPO;1ª RODADA;CANADA;CAVALLINI;ATA;9;RESERVA
FASE DE GRUPO;1ª RODADA;CANADA;UGBO;ATA;12;RESERVA
FASE DE GRUPO;1ª RODADA;BÉLGICA;LUKAKU;ATA;9;RESERVA
FASE DE GRUPO;2ª RODADA;MORROCOS;BONO;GOL;1;RESERVA
FASE DE GRUPO;2ª RODADA;MORROCOS;HAKIMI;LAD;2;TITULAR
FASE DE GRUPO;2ª RODADA;MORROCOS;AGUERD;ZAD;5;TITULAR
FASE DE GRUPO;2ª RODADA;MORROCOS;SAÏSS;ZAE;6;TITULAR
FASE DE GRUPO;2ª RODADA;MORROCOS;MAZRAOUI;LAE;3;TITULAR
FASE DE GRUPO;2ª RODADA;MORROCOS;ATTIAT-ALLAH;LAE;25;RESERVA
FASE DE GRUPO;2ª RODADA;MORROCOS;AMRABAT;VOL;4;TITULAR
FASE DE GRUPO;2ª RODADA;MORROCOS;OUNAHI;VOL;8;TITULAR
FASE DE GRUPO;2ª RODADA;MORROCOS;SABIRI;MEC;11;RESERVA
FASE DE GRUPO;2ª RODADA;MORROCOS;AMALLAH;MEC;15;TITULAR
FASE DE GRUPO;2ª RODADA;MORROCOS;ZIYECH;MEC;7;TITULAR
FASE DE GRUPO;2ª RODADA;MORROCOS;BOUFAL;MEC;17;TITULAR
FASE DE GRUPO;2ª RODADA;MORROCOS;EZ ABDE;ATA;16;RESERVA
FASE DE GRUPO;2ª RODADA;MORROCOS;EN-NESYRI;ATA;19;TITULAR
FASE DE GRUPO;2ª RODADA;MORROCOS;HAMDALLAH;ATA;9;RESERVA
FASE DE GRUPO;2ª RODADA;MORROCOS;MUNIR;GOL;12;TITULAR
FASE DE GRUPO;2ª RODADA;MORROCOS;TAGNAOUTI;GOL;22;RESERVA
FASE DE GRUPO;2ª RODADA;MORROCOS;EL YAMIQ;ZAD;18;RESERVA
FASE DE GRUPO;2ª RODADA;MORROCOS;DARI;ZAD;20;RESERVA
FASE DE GRUPO;2ª RODADA;MORROCOS;BENOUN;ZAD;24;RESERVA
FASE DE GRUPO;2ª RODADA;MORROCOS;JABRANE;VOL;26;RESERVA
FASE DE GRUPO;2ª RODADA;MORROCOS;CHAIR;MEC;13;RESERVA
FASE DE GRUPO;2ª RODADA;MORROCOS;EL KHANNOUSS;MEC;23;RESERVA
FASE DE GRUPO;2ª RODADA;MORROCOS;ZAROURY;ATA;10;RESERVA
FASE DE GRUPO;2ª RODADA;MORROCOS;ABOUKHLAL;ATA;14;RESERVA
FASE DE GRUPO;2ª RODADA;MORROCOS;CHEDDIRA;ATA;21;RESERVA
FASE DE GRUPO;2ª RODADA;BÉLGICA;COURTOIS;GOL;1;TITULAR
FASE DE GRUPO;2ª RODADA;BÉLGICA;DENDONCKER;ZAD;19;RESERVA
FASE DE GRUPO;2ª RODADA;BÉLGICA;ALDERWEIRELD;ZAG;2;TITULAR
FASE DE GRUPO;2ª RODADA;BÉLGICA;VERTONGHEN;ZAE;5;TITULAR
FASE DE GRUPO;2ª RODADA;BÉLGICA;CASTAGNE;LAD;21;TITULAR
FASE DE GRUPO;2ª RODADA;BÉLGICA;TIELEMANS;VOL;8;RESERVA
FASE DE GRUPO;2ª RODADA;BÉLGICA;ONANA;VOL;18;TITULAR
FASE DE GRUPO;2ª RODADA;BÉLGICA;WITSEL;VOL;6;TITULAR
FASE DE GRUPO;2ª RODADA;BÉLGICA;DE BRUYNE;MEC;7;TITULAR
FASE DE GRUPO;2ª RODADA;BÉLGICA;EDEN HAZARD;MEC;10;TITULAR
FASE DE GRUPO;2ª RODADA;BÉLGICA;TROSSARD;MEC;17;RESERVA
FASE DE GRUPO;2ª RODADA;BÉLGICA;CARRASCO;LAE;11;RESERVA
FASE DE GRUPO;2ª RODADA;BÉLGICA;MEUNIER;LAD;15;TITULAR
FASE DE GRUPO;2ª RODADA;BÉLGICA;BATSHUAYI;ATA;23;TITULAR
FASE DE GRUPO;2ª RODADA;BÉLGICA;OPENDA;ATA;24;RESERVA
FASE DE GRUPO;2ª RODADA;BÉLGICA;MIGNOLET;GOL;12;RESERVA
FASE DE GRUPO;2ª RODADA;BÉLGICA;CASTEELS;GOL;13;RESERVA
FASE DE GRUPO;2ª RODADA;BÉLGICA;FAES;ZAD;4;RESERVA
FASE DE GRUPO;2ª RODADA;BÉLGICA;DEBAST;ZAD;26;RESERVA
FASE DE GRUPO;2ª RODADA;BÉLGICA;THEATE;ZAE;3;RESERVA
FASE DE GRUPO;2ª RODADA;BÉLGICA;THORGAN HAZARD;MEC;16;TITULAR
FASE DE GRUPO;2ª RODADA;BÉLGICA;VANAKEN;MEC;20;RESERVA
FASE DE GRUPO;2ª RODADA;BÉLGICA;DE KETELAERE;MEC;22;RESERVA
FASE DE GRUPO;2ª RODADA;BÉLGICA;MERTENS;ATA;14;RESERVA
FASE DE GRUPO;2ª RODADA;BÉLGICA;DOKU;ATA;25;RESERVA
FASE DE GRUPO;2ª RODADA;BÉLGICA;LUKAKU;ATA;9;RESERVA
FASE DE GRUPO;2ª RODADA;CROÁCIA;LIVAKOVIC;GOL;1;TITULAR
FASE DE GRUPO;2ª RODADA;CROÁCIA;JURANOVIC;LAD;22;TITULAR
FASE DE GRUPO;2ª RODADA;CROÁCIA;LOVREN;ZAD;6;TITULAR
FASE DE GRUPO;2ª RODADA;CROÁCIA;GVARDIOL;ZAE;20;TITULAR
FASE DE GRUPO;2ª RODADA;CROÁCIA;SOSA;LAE;19;TITULAR
FASE DE GRUPO;2ª RODADA;CROÁCIA;BROZOVIC;VOL;11;TITULAR
FASE DE GRUPO;2ª RODADA;CROÁCIA;MODRIC;VOL;10;TITULAR
FASE DE GRUPO;2ª RODADA;CROÁCIA;KOVACIC;VOL;8;TITULAR
FASE DE GRUPO;2ª RODADA;CROÁCIA;MAJER;MEC;7;RESERVA
FASE DE GRUPO;2ª RODADA;CROÁCIA;VLASIC;MEC;13;RESERVA
FASE DE GRUPO;2ª RODADA;CROÁCIA;PASALIC;MEC;15;RESERVA
FASE DE GRUPO;2ª RODADA;CROÁCIA;PERISIC;MEC;4;TITULAR
FASE DE GRUPO;2ª RODADA;CROÁCIA;ORSIC;ATA;18;RESERVA
FASE DE GRUPO;2ª RODADA;CROÁCIA;KRAMARIC;ATA;9;TITULAR
FASE DE GRUPO;2ª RODADA;CROÁCIA;LIVAJA;ATA;14;TITULAR
FASE DE GRUPO;2ª RODADA;CROÁCIA;GRBIC;GOL;12;RESERVA
FASE DE GRUPO;2ª RODADA;CROÁCIA;IVUSIC;GOL;23;RESERVA
FASE DE GRUPO;2ª RODADA;CROÁCIA;STANISIC;LAD;2;RESERVA
FASE DE GRUPO;2ª RODADA;CROÁCIA;BARISIC;LAE;3;RESERVA
FASE DE GRUPO;2ª RODADA;CROÁCIA;ERLIC;ZAD;5;RESERVA
FASE DE GRUPO;2ª RODADA;CROÁCIA;VIDA;ZAD;21;RESERVA
FASE DE GRUPO;2ª RODADA;CROÁCIA;SUTALO;ZAD;24;RESERVA
FASE DE GRUPO;2ª RODADA;CROÁCIA;SUCIC;VOL;25;RESERVA
FASE DE GRUPO;2ª RODADA;CROÁCIA;JAKIC;VOL;26;RESERVA
FASE DE GRUPO;2ª RODADA;CROÁCIA;PETKOVIC;ATA;16;RESERVA
FASE DE GRUPO;2ª RODADA;CROÁCIA;BUDIMIR;ATA;17;RESERVA
FASE DE GRUPO;2ª RODADA;CANADA;BORJAN;GOL;18;TITULAR
FASE DE GRUPO;2ª RODADA;CANADA;JOHNSTON;ZAD;2;TITULAR
FASE DE GRUPO;2ª RODADA;CANADA;STEVEN VITÓRIA;ZAG;5;TITULAR
FASE DE GRUPO;2ª RODADA;CANADA;MILLER;ZAE;4;TITULAR
FASE DE GRUPO;2ª RODADA;CANADA;LARYEA;LAD;22;TITULAR
FASE DE GRUPO;2ª RODADA;CANADA;ADEKUGBE;LAE;3;RESERVA
FASE DE GRUPO;2ª RODADA;CANADA;HUTCHINSON;VOL;13;TITULAR
FASE DE GRUPO;2ª RODADA;CANADA;KONÉ;VOL;15;RESERVA
FASE DE GRUPO;2ª RODADA;CANADA;EUSTÁQUIO;VOL;7;TITULAR
FASE DE GRUPO;2ª RODADA;CANADA;OSORIO;VOL;21;RESERVA
FASE DE GRUPO;2ª RODADA;CANADA;HOILETT;MEC;10;RESERVA
FASE DE GRUPO;2ª RODADA;CANADA;LARIN;ATA;17;TITULAR
FASE DE GRUPO;2ª RODADA;CANADA;BUCHANAN;MEC;11;TITULAR
FASE DE GRUPO;2ª RODADA;CANADA;MILLAR;ATA;23;RESERVA
FASE DE GRUPO;2ª RODADA;CANADA;DAVIES;LAE;19;TITULAR
FASE DE GRUPO;2ª RODADA;CANADA;JONATHAN DAVID;ATA;20;TITULAR
FASE DE GRUPO;2ª RODADA;CANADA;ST. CLAIR;GOL;1;RESERVA
FASE DE GRUPO;2ª RODADA;CANADA;PANTEMIS;GOL;16;RESERVA
FASE DE GRUPO;2ª RODADA;CANADA;CORNELIUS;ZAD;25;RESERVA
FASE DE GRUPO;2ª RODADA;CANADA;WATERMAN;ZAD;26;RESERVA
FASE DE GRUPO;2ª RODADA;CANADA;PIETTE;VOL;6;RESERVA
FASE DE GRUPO;2ª RODADA;CANADA;FRASER;VOL;8;RESERVA
FASE DE GRUPO;2ª RODADA;CANADA;KAYE;VOL;14;RESERVA
FASE DE GRUPO;2ª RODADA;CANADA;WOTHERSPOON;MEC;24;RESERVA
FASE DE GRUPO;2ª RODADA;CANADA;CAVALLINI;ATA;9;RESERVA
FASE DE GRUPO;2ª RODADA;CANADA;UGBO;ATA;12;RESERVA
FASE DE GRUPO;3ª RODADA;CROÁCIA;LIVAKOVIC;GOL;1;TITULAR
FASE DE GRUPO;3ª RODADA;CROÁCIA;JURANOVIC;LAD;22;TITULAR
FASE DE GRUPO;3ª RODADA;CROÁCIA;LOVREN;ZAD;6;TITULAR
FASE DE GRUPO;3ª RODADA;CROÁCIA;GVARDIOL;ZAE;20;TITULAR
FASE DE GRUPO;3ª RODADA;CROÁCIA;SOSA;LAE;19;TITULAR
FASE DE GRUPO;3ª RODADA;CROÁCIA;BROZOVIC;VOL;11;TITULAR
FASE DE GRUPO;3ª RODADA;CROÁCIA;MODRIC;VOL;10;TITULAR
FASE DE GRUPO;3ª RODADA;CROÁCIA;KOVACIC;VOL;8;TITULAR
FASE DE GRUPO;3ª RODADA;CROÁCIA;MAJER;MEC;7;RESERVA
FASE DE GRUPO;3ª RODADA;CROÁCIA;VLASIC;MEC;13;RESERVA
FASE DE GRUPO;3ª RODADA;CROÁCIA;PASALIC;MEC;15;RESERVA
FASE DE GRUPO;3ª RODADA;CROÁCIA;PERISIC;MEC;4;TITULAR
FASE DE GRUPO;3ª RODADA;CROÁCIA;ORSIC;ATA;18;RESERVA
FASE DE GRUPO;3ª RODADA;CROÁCIA;KRAMARIC;ATA;9;TITULAR
FASE DE GRUPO;3ª RODADA;CROÁCIA;LIVAJA;ATA;14;TITULAR
FASE DE GRUPO;3ª RODADA;CROÁCIA;GRBIC;GOL;12;RESERVA
FASE DE GRUPO;3ª RODADA;CROÁCIA;IVUSIC;GOL;23;RESERVA
